incident_id,anomaly_id,transaction_id,user_id,created_at,anomaly_type,severity,likelihood,exposure_inr,priority_score,priority_band,rationale,recommendation,status
INC_95D5EDE26C,ANO_3F7A736C6E,TX_ANO_WTH_E6BB488C,USR_08495,2026-09-10 10:04:13+00:00,RAPID_PASS_THROUGH,5,5,658329.07,334.94,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹658,329.07) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_7B7E5F068E,ANO_6369B5A6A9,TX_ANO_WTH_7ECC1A9C,USR_06525,2026-08-08 06:03:11+00:00,RAPID_PASS_THROUGH,5,5,658060.32,334.93,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹658,060.32) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_1862D3349F,ANO_A6F76F6741,TX_ANO_WTH_65A2FA4C,USR_07552,2026-09-08 14:54:31+00:00,RAPID_PASS_THROUGH,5,5,652971.6,334.73,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹652,971.60) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_78DE98E6BC,ANO_FCB9CACB71,TX_ANO_WTH_34F19313,USR_06947,2026-09-06 20:58:32+00:00,RAPID_PASS_THROUGH,5,5,642553.01,334.33,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹642,553.01) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_5452423DA5,ANO_A1985D8D81,TX_ANO_WTH_9FD9987B,USR_08854,2026-09-17 11:51:49+00:00,RAPID_PASS_THROUGH,5,5,584792.59,331.98,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹584,792.59) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_6405AD1551,ANO_6BAAF1C176,TX_ANO_WTH_83A0E104,USR_03275,2026-08-31 05:25:55+00:00,RAPID_PASS_THROUGH,5,5,563823.55,331.06,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹563,823.55) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_C31248CF41,ANO_90A987CA72,TX_ANO_WTH_D08CC9B1,USR_06308,2026-08-13 11:31:31+00:00,RAPID_PASS_THROUGH,5,5,560625.61,330.92,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹560,625.61) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_05EA005345,ANO_035678FEF6,TX_ANO_WTH_EAE3FCB7,USR_08559,2026-08-27 01:02:20+00:00,RAPID_PASS_THROUGH,5,5,539925.1,329.98,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹539,925.10) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_A44AB6F387,ANO_91DD145E7D,TX_ANO_WTH_785C0DC4,USR_03863,2026-08-18 08:55:35+00:00,RAPID_PASS_THROUGH,5,5,520706.92,329.07,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹520,706.92) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_1DBCF6FBEA,ANO_73CE969ECD,TX_ANO_WTH_D0F7BE39,USR_04824,2026-08-19 13:22:09+00:00,RAPID_PASS_THROUGH,5,5,488547.29,327.48,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹488,547.29) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_FEAA97C4F2,ANO_1A85D96575,TX_ANO_WTH_A374723B,USR_09537,2026-09-04 18:41:53+00:00,RAPID_PASS_THROUGH,5,5,479346.66,327.0,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹479,346.66) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_D1D8FF3581,ANO_127D8104DE,TX_ANO_WTH_BD6BA447,USR_09800,2026-09-10 14:01:25+00:00,RAPID_PASS_THROUGH,5,5,469488.24,326.49,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹469,488.24) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_50C810A545,ANO_91653AD48A,TX_ANO_WTH_AEAB422F,USR_08163,2026-09-09 07:32:45+00:00,RAPID_PASS_THROUGH,5,5,465480.59,326.27,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹465,480.59) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_7CA1F4292A,ANO_680F712676,TX_ANO_WTH_90C67B19,USR_02782,2026-09-10 15:01:28+00:00,RAPID_PASS_THROUGH,5,5,460412.91,326.0,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹460,412.91) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_0F43AD3EF3,ANO_A0645EEF0E,TX_ANO_WTH_8CFB74BC,USR_04822,2026-08-22 06:15:36+00:00,RAPID_PASS_THROUGH,5,5,459238.53,325.93,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹459,238.53) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_EF4C1D5F26,ANO_E516E88803,TX_ANO_WTH_A31068B7,USR_02047,2026-08-26 10:10:36+00:00,RAPID_PASS_THROUGH,5,5,451148.66,325.49,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹451,148.66) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_B6A2B8A3EE,ANO_C6CCB0ED12,TX_ANO_WTH_CFF3E0E6,USR_09643,2026-09-09 07:07:42+00:00,RAPID_PASS_THROUGH,5,5,436852.41,324.68,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹436,852.41) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_0E1170EB2B,ANO_C716CB86BB,TX_ANO_WTH_B92173E1,USR_06435,2026-09-09 09:48:45+00:00,RAPID_PASS_THROUGH,5,5,428287.89,324.19,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹428,287.89) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_26F68F123C,ANO_DEBFAAFA4C,TX_ANO_WTH_E9DB27EC,USR_06820,2026-08-11 22:22:14+00:00,RAPID_PASS_THROUGH,5,5,402274.68,322.62,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹402,274.68) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_01E108EE1F,ANO_9F6C0916AC,TX_ANO_WTH_2EEED606,USR_01575,2026-09-02 08:52:10+00:00,RAPID_PASS_THROUGH,5,5,401580.02,322.58,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹401,580.02) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_1EB8E36A12,ANO_0F7D01459B,TX_ANO_WTH_23F146E8,USR_01201,2026-09-15 15:47:53+00:00,RAPID_PASS_THROUGH,5,5,400530.57,322.51,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹400,530.57) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_0CB19B258E,ANO_EDFA2AFF5E,TX_ANO_WTH_D1235F21,USR_05786,2026-08-10 16:54:15+00:00,RAPID_PASS_THROUGH,5,5,395656.5,322.21,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹395,656.50) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_E6007CF328,ANO_86184C7A68,TX_ANO_WTH_C8C95CFB,USR_07916,2026-08-12 22:51:05+00:00,RAPID_PASS_THROUGH,5,5,385431.74,321.55,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹385,431.74) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_9331ED320C,ANO_C787FE8E70,TX_ANO_WTH_70D1CAFA,USR_03355,2026-09-18 18:07:20+00:00,RAPID_PASS_THROUGH,5,5,379159.34,321.14,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹379,159.34) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_C7F0356A8F,ANO_96A5B511DA,TX_ANO_WTH_0D89DF9C,USR_02013,2026-08-13 16:58:34+00:00,RAPID_PASS_THROUGH,5,5,377374.94,321.02,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹377,374.94) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_044EB3B3CE,ANO_FDAB369EF8,TX_ANO_WTH_7FBAAE86,USR_07704,2026-08-21 18:56:38+00:00,RAPID_PASS_THROUGH,5,5,348954.74,319.07,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹348,954.74) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_232F9505B0,ANO_91C49C33F5,TX_ANO_WTH_45C074AA,USR_02250,2026-09-14 04:02:56+00:00,RAPID_PASS_THROUGH,5,5,335781.19,318.11,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹335,781.19) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_CCB1B28F85,ANO_8EE0C8EE7D,TX_ANO_WTH_FD280FC4,USR_03955,2026-08-30 14:41:51+00:00,RAPID_PASS_THROUGH,5,5,334480.01,318.01,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹334,480.01) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_94D543F692,ANO_B5D4C346F7,TX_ANO_WTH_D42620E7,USR_06770,2026-08-19 16:26:13+00:00,RAPID_PASS_THROUGH,5,5,323383.51,317.16,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹323,383.51) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_6A69744DAC,ANO_740B144497,TX_ANO_WTH_90E377B4,USR_08102,2026-08-04 10:17:20+00:00,RAPID_PASS_THROUGH,5,5,303037.28,315.54,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹303,037.28) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_F1F7F6B8B2,ANO_4B89DDFC10,TX_ANO_WTH_E6B422E4,USR_03668,2026-09-05 17:27:28+00:00,RAPID_PASS_THROUGH,5,5,301026.07,315.37,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹301,026.07) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_83F32F38D3,ANO_69AEBB630B,TX_ANO_WTH_175AEE82,USR_03792,2026-08-07 07:30:46+00:00,RAPID_PASS_THROUGH,5,5,291716.68,314.59,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹291,716.68) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_19D99685C5,ANO_F93531F47D,TX_ANO_WTH_17CCB5AF,USR_04706,2026-08-16 16:52:17+00:00,RAPID_PASS_THROUGH,5,5,280988.48,313.65,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹280,988.48) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_A1CF87F8EC,ANO_F4D7957D18,TX_ANO_WTH_9D3B9D14,USR_08251,2026-08-04 20:09:12+00:00,RAPID_PASS_THROUGH,5,5,279999.77,313.56,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹279,999.77) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_287F0DD9FC,ANO_DCFAECA32E,TX_ANO_WTH_29F3833C,USR_01389,2026-08-02 23:11:19+00:00,RAPID_PASS_THROUGH,5,5,259638.54,311.68,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹259,638.54) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_19AC58E5F8,ANO_58C0584B17,TX_ANO_WTH_5A4BFBAE,USR_00428,2026-09-07 14:33:24+00:00,RAPID_PASS_THROUGH,5,5,252969.16,311.03,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹252,969.16) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_DAC5FDA5B8,ANO_0CFE093D36,TX_ANO_WTH_BE100CCC,USR_00978,2026-09-05 06:51:47+00:00,RAPID_PASS_THROUGH,5,5,246390.99,310.37,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹246,390.99) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_2C3CAC12AD,ANO_E1CA8E6A56,TX_ANO_WTH_6F239222,USR_07388,2026-08-17 06:46:31+00:00,RAPID_PASS_THROUGH,5,5,243595.31,310.08,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹243,595.31) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_86E60B9A3B,ANO_DDEEDC1920,TX_ANO_WTH_257B770E,USR_07326,2026-08-11 18:06:12+00:00,RAPID_PASS_THROUGH,5,5,208476.48,306.19,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹208,476.48) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_97E21F0587,ANO_9408D7D294,TX_4A4EC422E0DB,USR_06699,2026-09-19 00:24:21+00:00,RAPID_PASS_THROUGH,5,5,72656.12,279.84,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹72,656.12) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_182339527C,ANO_BB6903655A,TX_51777A301812,USR_09590,2026-09-11 08:57:35+00:00,RAPID_PASS_THROUGH,5,5,72294.94,279.71,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹72,294.94) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_43C451D2FD,ANO_892ABDE693,TX_39BF5F8CAC5F,USR_02668,2026-08-11 17:16:02+00:00,RAPID_PASS_THROUGH,5,5,71956.26,279.6,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹71,956.26) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_4D72D799D0,ANO_7D48C5C8D0,TX_06079265A4A2,USR_01837,2026-09-10 17:37:55+00:00,RAPID_PASS_THROUGH,5,5,59924.46,275.02,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹59,924.46) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_A6D4515B6C,ANO_15F824B150,TX_1B30DDDB87EE,USR_07517,2026-08-03 19:07:23+00:00,BASELINE_SPIKE,4,5,934294.95,274.95,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹934,294.95) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_21354A132D,ANO_5D21681462,TX_E7E69067AD0D,USR_00938,2026-08-28 10:57:01+00:00,RAPID_PASS_THROUGH,5,5,59559.2,274.87,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹59,559.20) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_F0756751D3,ANO_950A1EF6F7,TX_01A83C92C031,USR_08152,2026-08-23 19:54:50+00:00,RAPID_PASS_THROUGH,5,5,55036.18,272.89,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹55,036.18) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_086FC8FB48,ANO_E6A76EE675,TX_FDAA67996375,USR_06143,2026-08-25 00:42:21+00:00,RAPID_PASS_THROUGH,5,5,53156.84,272.03,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹53,156.84) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_A918C31965,ANO_E0DD003CAA,TX_ANO_DEP_10BD4B2C,USR_05746,2026-09-13 00:07:38+00:00,BASELINE_SPIKE,4,5,794253.47,271.7,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹794,253.47) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_C976AF9016,ANO_C6C2269688,TX_ANO_WTH_D0662C99,USR_05746,2026-09-13 00:11:38+00:00,BASELINE_SPIKE,4,5,794253.47,271.7,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹794,253.47) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_EAF9DF031F,ANO_3C449A171C,TX_ANO_DEP_3D668D24,USR_00442,2026-08-28 16:07:22+00:00,BASELINE_SPIKE,4,5,787405.08,271.53,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹787,405.08) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_6F9EBBBCCF,ANO_8237AD6082,TX_ANO_WTH_3CED331C,USR_00442,2026-08-28 16:14:22+00:00,BASELINE_SPIKE,4,5,787405.08,271.53,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹787,405.08) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_08D224C1CD,ANO_61B6E529DF,TX_ANO_DEP_C8CA8106,USR_09153,2026-09-05 19:17:00+00:00,BASELINE_SPIKE,4,5,776157.65,271.24,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹776,157.65) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_EDBCE1FBF4,ANO_F32AAEBE9E,TX_ANO_WTH_1797158F,USR_09153,2026-09-05 19:21:00+00:00,BASELINE_SPIKE,4,5,776157.65,271.24,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹776,157.65) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
